position_id,x_m,y_m,block_id,master_role,heading_degrees,camera_ids,geometry_visible_camera_ids
P0127,10.8,-3.2,B07_02,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0128,-10.8,-2.4,B00_02,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0129,-6.8,-2.4,B01_02,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0130,-2.8,-2.4,B02_02,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0131,1.2,-2.4,B04_02,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0132,10.8,-2.4,B07_02,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0133,-10.8,-1.6,B00_02,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0134,-6.8,-1.6,B01_02,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0135,-2.8,-1.6,B02_02,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0136,1.2,-1.6,B04_02,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0137,2.0,-1.6,B04_02,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0138,2.8,-1.6,B04_02,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,
P0139,3.6,-1.6,B04_02,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,
P0140,4.4,-1.6,B05_02,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,
P0141,5.2,-1.6,B05_02,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,
P0142,6.0,-1.6,B05_02,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,
P0143,6.8,-1.6,B05_02,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0144,7.6,-1.6,B06_02,detector_validation,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,
P0145,8.4,-1.6,B06_02,detector_validation,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,
P0146,9.2,-1.6,B06_02,detector_validation,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0147,10.0,-1.6,B06_02,detector_validation,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0148,10.8,-1.6,B07_02,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0149,-10.8,-0.8,B00_02,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0150,-6.8,-0.8,B01_02,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0151,-2.8,-0.8,B02_02,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0152,1.2,-0.8,B04_02,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0153,10.8,-0.8,B07_02,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0154,-10.8,0.0,B00_03,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0155,-6.8,0.0,B01_03,detector_validation,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0156,-2.8,0.0,B02_03,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0157,1.2,0.0,B04_03,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0158,10.8,0.0,B07_03,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0159,-10.8,0.8,B00_03,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0160,-6.8,0.8,B01_03,detector_validation,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0161,-2.8,0.8,B02_03,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0162,1.2,0.8,B04_03,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B;camera_D
P0163,10.8,0.8,B07_03,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C;camera_D;camera_E
P0164,-10.8,1.6,B00_03,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0165,-6.8,1.6,B01_03,detector_validation,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0166,-2.8,1.6,B02_03,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0167,1.2,1.6,B04_03,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0168,10.8,1.6,B07_03,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C;camera_D;camera_E
P0169,-10.8,2.4,B00_03,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0170,-6.8,2.4,B01_03,detector_validation,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0171,-2.8,2.4,B02_03,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0172,1.2,2.4,B04_03,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,
P0173,2.0,2.4,B04_03,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B;camera_D
P0174,2.8,2.4,B04_03,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0175,3.6,2.4,B04_03,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0176,4.4,2.4,B05_03,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0177,5.2,2.4,B05_03,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0178,6.0,2.4,B05_03,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0179,6.8,2.4,B05_03,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0180,7.6,2.4,B06_03,detector_validation,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0181,8.4,2.4,B06_03,detector_validation,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0182,9.2,2.4,B06_03,detector_validation,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0183,10.0,2.4,B06_03,detector_validation,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C;camera_D;camera_E
P0184,10.8,2.4,B07_03,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C;camera_D;camera_E
P0185,-10.8,3.2,B00_04,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0186,-6.8,3.2,B01_04,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0187,-2.8,3.2,B02_04,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0188,1.2,3.2,B04_04,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,
P0189,10.8,3.2,B07_04,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0190,-10.8,4.0,B00_04,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0191,-6.8,4.0,B01_04,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0192,-2.8,4.0,B02_04,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,
P0193,1.2,4.0,B04_04,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,
P0194,10.8,4.0,B07_04,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0195,-10.8,4.8,B00_04,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0196,-6.8,4.8,B01_04,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0197,-2.8,4.8,B02_04,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,
P0198,1.2,4.8,B04_04,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,
P0199,10.8,4.8,B07_04,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0200,-10.8,5.6,B00_04,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0201,-6.8,5.6,B01_04,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0202,-2.8,5.6,B02_04,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,
P0203,1.2,5.6,B04_04,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0204,10.8,5.6,B07_04,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_E
P0205,-10.8,6.4,B00_05,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0206,-6.8,6.4,B01_05,detector_validation,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0207,-2.8,6.4,B02_05,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,
P0208,1.2,6.4,B04_05,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0209,2.0,6.4,B04_05,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0210,2.8,6.4,B04_05,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0211,3.6,6.4,B04_05,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C;camera_D
P0212,4.4,6.4,B05_05,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C;camera_D
P0213,5.2,6.4,B05_05,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C;camera_D
P0214,6.0,6.4,B05_05,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C;camera_D
P0215,6.8,6.4,B05_05,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0216,7.6,6.4,B06_05,final_audit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0217,8.4,6.4,B06_05,final_audit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0218,9.2,6.4,B06_05,final_audit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0219,10.0,6.4,B06_05,final_audit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_E
P0220,10.8,6.4,B07_05,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_E
P0221,-10.8,7.2,B00_05,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0222,-6.8,7.2,B01_05,detector_validation,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0223,-2.8,7.2,B02_05,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0224,1.2,7.2,B04_05,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C;camera_D
P0225,10.8,7.2,B07_05,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_E
P0226,-10.8,8.0,B00_05,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0227,-6.8,8.0,B01_05,detector_validation,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,
P0228,-3.6,8.0,B02_05,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0229,-2.8,8.0,B02_05,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0230,0.4,8.0,B03_05,final_audit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0231,1.2,8.0,B04_05,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0232,10.8,8.0,B07_05,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_E
P0233,-10.8,8.8,B00_05,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0234,-10.0,8.8,B00_05,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0235,-9.2,8.8,B00_05,commissioning_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,
P0236,-8.4,8.8,B01_05,detector_validation,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,
P0237,-7.6,8.8,B01_05,detector_validation,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0238,-6.8,8.8,B01_05,detector_validation,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,
P0239,-6.0,8.8,B01_05,detector_validation,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,
P0240,-5.2,8.8,B02_05,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,
P0241,-4.4,8.8,B02_05,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,
P0242,-3.6,8.8,B02_05,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0243,-2.8,8.8,B02_05,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0244,-2.0,8.8,B03_05,final_audit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0245,-1.2,8.8,B03_05,final_audit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0246,-0.4,8.8,B03_05,final_audit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0247,0.4,8.8,B03_05,final_audit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0248,1.2,8.8,B04_05,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,
P0249,10.8,8.8,B07_05,detector_fit,0;15;30;45;60;75;90;105;120;135;150;165;180;195;210;225;240;255;270;285;300;315;330;345,camera_A;camera_B;camera_C;camera_D;camera_E,camera_E
