position_id,x_m,y_m,block_id,master_role,heading_phase_degrees,heading_degrees,camera_ids,geometry_visible_camera_ids
P0130,-6.4,-6.4,B01_01,commissioning_fit,2.291665,2.291665;47.291665;92.291665;137.291665;182.291665;227.291665;272.291665;317.291665,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B;camera_C;camera_E
P0131,-5.6,-6.4,B02_01,detector_validation,26.533507,26.533507;71.533507;116.533507;161.533507;206.533507;251.533507;296.533507;341.533507,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0132,-4.4,-6.4,B02_01,detector_validation,26.533507,26.533507;71.533507;116.533507;161.533507;206.533507;251.533507;296.533507;341.533507,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0133,-4.0,-6.4,B02_01,detector_validation,26.533507,26.533507;71.533507;116.533507;161.533507;206.533507;251.533507;296.533507;341.533507,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0134,-3.2,-6.4,B02_01,detector_validation,26.533507,26.533507;71.533507;116.533507;161.533507;206.533507;251.533507;296.533507;341.533507,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0135,-2.4,-6.4,B03_01,detector_fit,36.175518,36.175518;81.175518;126.175518;171.175518;216.175518;261.175518;306.175518;351.175518,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0136,-1.6,-6.4,B03_01,detector_fit,36.175518,36.175518;81.175518;126.175518;171.175518;216.175518;261.175518;306.175518;351.175518,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0137,-0.4,-6.4,B03_01,detector_fit,36.175518,36.175518;81.175518;126.175518;171.175518;216.175518;261.175518;306.175518;351.175518,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0138,0.4,-6.4,B03_01,detector_fit,36.175518,36.175518;81.175518;126.175518;171.175518;216.175518;261.175518;306.175518;351.175518,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_D;camera_E
P0139,1.2,-6.4,B04_01,detector_fit,24.385359,24.385359;69.385359;114.385359;159.385359;204.385359;249.385359;294.385359;339.385359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_D;camera_E
P0140,2.0,-6.4,B04_01,detector_fit,24.385359,24.385359;69.385359;114.385359;159.385359;204.385359;249.385359;294.385359;339.385359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_D;camera_E
P0141,3.2,-6.4,B04_01,detector_fit,24.385359,24.385359;69.385359;114.385359;159.385359;204.385359;249.385359;294.385359;339.385359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0142,4.0,-6.4,B05_01,commissioning_fit,14.594208,14.594208;59.594208;104.594208;149.594208;194.594208;239.594208;284.594208;329.594208,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0143,4.4,-6.4,B05_01,commissioning_fit,14.594208,14.594208;59.594208;104.594208;149.594208;194.594208;239.594208;284.594208;329.594208,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0144,5.2,-6.4,B05_01,commissioning_fit,14.594208,14.594208;59.594208;104.594208;149.594208;194.594208;239.594208;284.594208;329.594208,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0145,6.8,-6.4,B05_01,commissioning_fit,14.594208,14.594208;59.594208;104.594208;149.594208;194.594208;239.594208;284.594208;329.594208,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0146,7.2,-6.4,B06_01,commissioning_fit,36.045872,36.045872;81.045872;126.045872;171.045872;216.045872;261.045872;306.045872;351.045872,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0147,8.4,-6.4,B06_01,commissioning_fit,36.045872,36.045872;81.045872;126.045872;171.045872;216.045872;261.045872;306.045872;351.045872,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0148,9.2,-6.4,B06_01,commissioning_fit,36.045872,36.045872;81.045872;126.045872;171.045872;216.045872;261.045872;306.045872;351.045872,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_D;camera_E
P0149,9.6,-6.4,B06_01,commissioning_fit,36.045872,36.045872;81.045872;126.045872;171.045872;216.045872;261.045872;306.045872;351.045872,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_D;camera_E
P0150,10.4,-6.4,B07_01,commissioning_fit,9.301371,9.301371;54.301371;99.301371;144.301371;189.301371;234.301371;279.301371;324.301371,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0151,-10.8,-6.0,B00_01,final_audit,20.922877,20.922877;65.922877;110.922877;155.922877;200.922877;245.922877;290.922877;335.922877,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0152,-10.4,-6.0,B00_01,final_audit,20.922877,20.922877;65.922877;110.922877;155.922877;200.922877;245.922877;290.922877;335.922877,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0153,-10.0,-6.0,B00_01,final_audit,20.922877,20.922877;65.922877;110.922877;155.922877;200.922877;245.922877;290.922877;335.922877,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B;camera_E
P0154,-9.6,-6.0,B00_01,final_audit,20.922877,20.922877;65.922877;110.922877;155.922877;200.922877;245.922877;290.922877;335.922877,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B;camera_E
P0155,-9.2,-6.0,B00_01,final_audit,20.922877,20.922877;65.922877;110.922877;155.922877;200.922877;245.922877;290.922877;335.922877,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B;camera_E
P0156,-8.4,-6.0,B01_01,commissioning_fit,2.291665,2.291665;47.291665;92.291665;137.291665;182.291665;227.291665;272.291665;317.291665,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B;camera_E
P0157,-8.0,-6.0,B01_01,commissioning_fit,2.291665,2.291665;47.291665;92.291665;137.291665;182.291665;227.291665;272.291665;317.291665,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B;camera_C;camera_E
P0158,-7.6,-6.0,B01_01,commissioning_fit,2.291665,2.291665;47.291665;92.291665;137.291665;182.291665;227.291665;272.291665;317.291665,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B;camera_C;camera_E
P0159,-6.4,-6.0,B01_01,commissioning_fit,2.291665,2.291665;47.291665;92.291665;137.291665;182.291665;227.291665;272.291665;317.291665,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B;camera_C;camera_E
P0160,-6.0,-6.0,B01_01,commissioning_fit,2.291665,2.291665;47.291665;92.291665;137.291665;182.291665;227.291665;272.291665;317.291665,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_C;camera_E
P0161,-5.2,-6.0,B02_01,detector_validation,26.533507,26.533507;71.533507;116.533507;161.533507;206.533507;251.533507;296.533507;341.533507,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0162,-4.4,-6.0,B02_01,detector_validation,26.533507,26.533507;71.533507;116.533507;161.533507;206.533507;251.533507;296.533507;341.533507,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0163,-4.0,-6.0,B02_01,detector_validation,26.533507,26.533507;71.533507;116.533507;161.533507;206.533507;251.533507;296.533507;341.533507,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0164,-3.2,-6.0,B02_01,detector_validation,26.533507,26.533507;71.533507;116.533507;161.533507;206.533507;251.533507;296.533507;341.533507,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0165,-2.8,-6.0,B02_01,detector_validation,26.533507,26.533507;71.533507;116.533507;161.533507;206.533507;251.533507;296.533507;341.533507,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0166,-2.0,-6.0,B03_01,detector_fit,36.175518,36.175518;81.175518;126.175518;171.175518;216.175518;261.175518;306.175518;351.175518,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0167,-1.2,-6.0,B03_01,detector_fit,36.175518,36.175518;81.175518;126.175518;171.175518;216.175518;261.175518;306.175518;351.175518,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0168,0.0,-6.0,B03_01,detector_fit,36.175518,36.175518;81.175518;126.175518;171.175518;216.175518;261.175518;306.175518;351.175518,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0169,1.2,-6.0,B04_01,detector_fit,24.385359,24.385359;69.385359;114.385359;159.385359;204.385359;249.385359;294.385359;339.385359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0170,2.0,-6.0,B04_01,detector_fit,24.385359,24.385359;69.385359;114.385359;159.385359;204.385359;249.385359;294.385359;339.385359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0171,2.8,-6.0,B04_01,detector_fit,24.385359,24.385359;69.385359;114.385359;159.385359;204.385359;249.385359;294.385359;339.385359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0172,3.6,-6.0,B04_01,detector_fit,24.385359,24.385359;69.385359;114.385359;159.385359;204.385359;249.385359;294.385359;339.385359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0173,4.4,-6.0,B05_01,commissioning_fit,14.594208,14.594208;59.594208;104.594208;149.594208;194.594208;239.594208;284.594208;329.594208,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0174,5.2,-6.0,B05_01,commissioning_fit,14.594208,14.594208;59.594208;104.594208;149.594208;194.594208;239.594208;284.594208;329.594208,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0175,6.0,-6.0,B05_01,commissioning_fit,14.594208,14.594208;59.594208;104.594208;149.594208;194.594208;239.594208;284.594208;329.594208,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0176,6.8,-6.0,B05_01,commissioning_fit,14.594208,14.594208;59.594208;104.594208;149.594208;194.594208;239.594208;284.594208;329.594208,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0177,7.2,-6.0,B06_01,commissioning_fit,36.045872,36.045872;81.045872;126.045872;171.045872;216.045872;261.045872;306.045872;351.045872,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0178,8.0,-6.0,B06_01,commissioning_fit,36.045872,36.045872;81.045872;126.045872;171.045872;216.045872;261.045872;306.045872;351.045872,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0179,8.4,-6.0,B06_01,commissioning_fit,36.045872,36.045872;81.045872;126.045872;171.045872;216.045872;261.045872;306.045872;351.045872,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0180,8.8,-6.0,B06_01,commissioning_fit,36.045872,36.045872;81.045872;126.045872;171.045872;216.045872;261.045872;306.045872;351.045872,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0181,9.6,-6.0,B06_01,commissioning_fit,36.045872,36.045872;81.045872;126.045872;171.045872;216.045872;261.045872;306.045872;351.045872,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_D;camera_E
P0182,10.0,-6.0,B06_01,commissioning_fit,36.045872,36.045872;81.045872;126.045872;171.045872;216.045872;261.045872;306.045872;351.045872,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_D;camera_E
P0183,10.4,-6.0,B07_01,commissioning_fit,9.301371,9.301371;54.301371;99.301371;144.301371;189.301371;234.301371;279.301371;324.301371,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0184,10.8,-6.0,B07_01,commissioning_fit,9.301371,9.301371;54.301371;99.301371;144.301371;189.301371;234.301371;279.301371;324.301371,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0185,-10.4,-5.6,B00_01,final_audit,20.922877,20.922877;65.922877;110.922877;155.922877;200.922877;245.922877;290.922877;335.922877,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B
P0186,-9.6,-5.6,B00_01,final_audit,20.922877,20.922877;65.922877;110.922877;155.922877;200.922877;245.922877;290.922877;335.922877,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0187,-9.2,-5.6,B00_01,final_audit,20.922877,20.922877;65.922877;110.922877;155.922877;200.922877;245.922877;290.922877;335.922877,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0188,-8.4,-5.6,B01_01,commissioning_fit,2.291665,2.291665;47.291665;92.291665;137.291665;182.291665;227.291665;272.291665;317.291665,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0189,-7.6,-5.6,B01_01,commissioning_fit,2.291665,2.291665;47.291665;92.291665;137.291665;182.291665;227.291665;272.291665;317.291665,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_C;camera_E
P0190,-6.8,-5.6,B01_01,commissioning_fit,2.291665,2.291665;47.291665;92.291665;137.291665;182.291665;227.291665;272.291665;317.291665,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_C;camera_E
P0191,-6.0,-5.6,B01_01,commissioning_fit,2.291665,2.291665;47.291665;92.291665;137.291665;182.291665;227.291665;272.291665;317.291665,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_C;camera_E
P0192,-5.6,-5.6,B02_01,detector_validation,26.533507,26.533507;71.533507;116.533507;161.533507;206.533507;251.533507;296.533507;341.533507,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0193,-4.8,-5.6,B02_01,detector_validation,26.533507,26.533507;71.533507;116.533507;161.533507;206.533507;251.533507;296.533507;341.533507,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0194,-3.6,-5.6,B02_01,detector_validation,26.533507,26.533507;71.533507;116.533507;161.533507;206.533507;251.533507;296.533507;341.533507,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0195,-2.8,-5.6,B02_01,detector_validation,26.533507,26.533507;71.533507;116.533507;161.533507;206.533507;251.533507;296.533507;341.533507,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0196,-1.6,-5.6,B03_01,detector_fit,36.175518,36.175518;81.175518;126.175518;171.175518;216.175518;261.175518;306.175518;351.175518,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0197,-0.4,-5.6,B03_01,detector_fit,36.175518,36.175518;81.175518;126.175518;171.175518;216.175518;261.175518;306.175518;351.175518,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0198,0.4,-5.6,B03_01,detector_fit,36.175518,36.175518;81.175518;126.175518;171.175518;216.175518;261.175518;306.175518;351.175518,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0199,1.2,-5.6,B04_01,detector_fit,24.385359,24.385359;69.385359;114.385359;159.385359;204.385359;249.385359;294.385359;339.385359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0200,2.0,-5.6,B04_01,detector_fit,24.385359,24.385359;69.385359;114.385359;159.385359;204.385359;249.385359;294.385359;339.385359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0201,2.8,-5.6,B04_01,detector_fit,24.385359,24.385359;69.385359;114.385359;159.385359;204.385359;249.385359;294.385359;339.385359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0202,4.8,-5.6,B05_01,commissioning_fit,14.594208,14.594208;59.594208;104.594208;149.594208;194.594208;239.594208;284.594208;329.594208,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0203,7.6,-5.6,B06_01,commissioning_fit,36.045872,36.045872;81.045872;126.045872;171.045872;216.045872;261.045872;306.045872;351.045872,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0204,9.2,-5.6,B06_01,commissioning_fit,36.045872,36.045872;81.045872;126.045872;171.045872;216.045872;261.045872;306.045872;351.045872,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0205,10.8,-5.6,B07_01,commissioning_fit,9.301371,9.301371;54.301371;99.301371;144.301371;189.301371;234.301371;279.301371;324.301371,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0206,-10.8,-5.2,B00_01,final_audit,20.922877,20.922877;65.922877;110.922877;155.922877;200.922877;245.922877;290.922877;335.922877,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B
P0207,-10.0,-5.2,B00_01,final_audit,20.922877,20.922877;65.922877;110.922877;155.922877;200.922877;245.922877;290.922877;335.922877,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B
P0208,-8.8,-5.2,B01_01,commissioning_fit,2.291665,2.291665;47.291665;92.291665;137.291665;182.291665;227.291665;272.291665;317.291665,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0209,-8.0,-5.2,B01_01,commissioning_fit,2.291665,2.291665;47.291665;92.291665;137.291665;182.291665;227.291665;272.291665;317.291665,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_C;camera_E
P0210,-7.2,-5.2,B01_01,commissioning_fit,2.291665,2.291665;47.291665;92.291665;137.291665;182.291665;227.291665;272.291665;317.291665,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_C;camera_E
P0211,-6.4,-5.2,B01_01,commissioning_fit,2.291665,2.291665;47.291665;92.291665;137.291665;182.291665;227.291665;272.291665;317.291665,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_C;camera_E
P0212,-5.2,-5.2,B02_01,detector_validation,26.533507,26.533507;71.533507;116.533507;161.533507;206.533507;251.533507;296.533507;341.533507,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0213,-4.0,-5.2,B02_01,detector_validation,26.533507,26.533507;71.533507;116.533507;161.533507;206.533507;251.533507;296.533507;341.533507,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0214,-3.2,-5.2,B02_01,detector_validation,26.533507,26.533507;71.533507;116.533507;161.533507;206.533507;251.533507;296.533507;341.533507,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0215,-2.4,-5.2,B03_01,detector_fit,36.175518,36.175518;81.175518;126.175518;171.175518;216.175518;261.175518;306.175518;351.175518,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0216,-1.2,-5.2,B03_01,detector_fit,36.175518,36.175518;81.175518;126.175518;171.175518;216.175518;261.175518;306.175518;351.175518,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0217,0.0,-5.2,B03_01,detector_fit,36.175518,36.175518;81.175518;126.175518;171.175518;216.175518;261.175518;306.175518;351.175518,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0218,0.8,-5.2,B04_01,detector_fit,24.385359,24.385359;69.385359;114.385359;159.385359;204.385359;249.385359;294.385359;339.385359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0219,1.6,-5.2,B04_01,detector_fit,24.385359,24.385359;69.385359;114.385359;159.385359;204.385359;249.385359;294.385359;339.385359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0220,2.4,-5.2,B04_01,detector_fit,24.385359,24.385359;69.385359;114.385359;159.385359;204.385359;249.385359;294.385359;339.385359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0221,3.2,-5.2,B04_01,detector_fit,24.385359,24.385359;69.385359;114.385359;159.385359;204.385359;249.385359;294.385359;339.385359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0222,4.0,-5.2,B05_01,commissioning_fit,14.594208,14.594208;59.594208;104.594208;149.594208;194.594208;239.594208;284.594208;329.594208,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0223,5.6,-5.2,B05_01,commissioning_fit,14.594208,14.594208;59.594208;104.594208;149.594208;194.594208;239.594208;284.594208;329.594208,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0224,6.4,-5.2,B05_01,commissioning_fit,14.594208,14.594208;59.594208;104.594208;149.594208;194.594208;239.594208;284.594208;329.594208,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0225,7.2,-5.2,B06_01,commissioning_fit,36.045872,36.045872;81.045872;126.045872;171.045872;216.045872;261.045872;306.045872;351.045872,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0226,8.4,-5.2,B06_01,commissioning_fit,36.045872,36.045872;81.045872;126.045872;171.045872;216.045872;261.045872;306.045872;351.045872,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_E
P0227,9.6,-5.2,B06_01,commissioning_fit,36.045872,36.045872;81.045872;126.045872;171.045872;216.045872;261.045872;306.045872;351.045872,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0228,10.4,-5.2,B07_01,commissioning_fit,9.301371,9.301371;54.301371;99.301371;144.301371;189.301371;234.301371;279.301371;324.301371,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0229,1.2,-4.8,B04_01,detector_fit,24.385359,24.385359;69.385359;114.385359;159.385359;204.385359;249.385359;294.385359;339.385359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0230,-6.8,-4.4,B01_01,commissioning_fit,2.291665,2.291665;47.291665;92.291665;137.291665;182.291665;227.291665;272.291665;317.291665,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_C;camera_E
P0231,-2.8,-4.4,B02_01,detector_validation,26.533507,26.533507;71.533507;116.533507;161.533507;206.533507;251.533507;296.533507;341.533507,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0232,0.8,-4.4,B04_01,detector_fit,24.385359,24.385359;69.385359;114.385359;159.385359;204.385359;249.385359;294.385359;339.385359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_E
P0233,10.8,-4.4,B07_01,commissioning_fit,9.301371,9.301371;54.301371;99.301371;144.301371;189.301371;234.301371;279.301371;324.301371,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0234,-10.8,-4.0,B00_01,final_audit,20.922877,20.922877;65.922877;110.922877;155.922877;200.922877;245.922877;290.922877;335.922877,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B
P0235,-7.2,-4.0,B01_01,commissioning_fit,2.291665,2.291665;47.291665;92.291665;137.291665;182.291665;227.291665;272.291665;317.291665,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_C
P0236,-3.2,-4.0,B02_01,detector_validation,26.533507,26.533507;71.533507;116.533507;161.533507;206.533507;251.533507;296.533507;341.533507,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B
P0237,-6.8,-3.6,B01_01,commissioning_fit,2.291665,2.291665;47.291665;92.291665;137.291665;182.291665;227.291665;272.291665;317.291665,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B;camera_C
P0238,-2.8,-3.6,B02_01,detector_validation,26.533507,26.533507;71.533507;116.533507;161.533507;206.533507;251.533507;296.533507;341.533507,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_B
P0239,1.2,-3.6,B04_01,detector_fit,24.385359,24.385359;69.385359;114.385359;159.385359;204.385359;249.385359;294.385359;339.385359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0240,10.8,-3.6,B07_01,commissioning_fit,9.301371,9.301371;54.301371;99.301371;144.301371;189.301371;234.301371;279.301371;324.301371,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0241,-3.2,-3.2,B02_02,detector_fit,32.093767,32.093767;77.093767;122.093767;167.093767;212.093767;257.093767;302.093767;347.093767,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0242,0.8,-3.2,B04_02,detector_fit,16.297745,16.297745;61.297745;106.297745;151.297745;196.297745;241.297745;286.297745;331.297745,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0243,-10.8,-2.8,B00_02,commissioning_fit,4.653741,4.653741;49.653741;94.653741;139.653741;184.653741;229.653741;274.653741;319.653741,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0244,-7.2,-2.8,B01_02,detector_fit,25.538565,25.538565;70.538565;115.538565;160.538565;205.538565;250.538565;295.538565;340.538565,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0245,-2.8,-2.8,B02_02,detector_fit,32.093767,32.093767;77.093767;122.093767;167.093767;212.093767;257.093767;302.093767;347.093767,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0246,1.2,-2.8,B04_02,detector_fit,16.297745,16.297745;61.297745;106.297745;151.297745;196.297745;241.297745;286.297745;331.297745,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0247,-6.8,-2.4,B01_02,detector_fit,25.538565,25.538565;70.538565;115.538565;160.538565;205.538565;250.538565;295.538565;340.538565,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0248,10.8,-2.4,B07_02,final_audit,9.878257,9.878257;54.878257;99.878257;144.878257;189.878257;234.878257;279.878257;324.878257,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0249,-7.2,-2.0,B01_02,detector_fit,25.538565,25.538565;70.538565;115.538565;160.538565;205.538565;250.538565;295.538565;340.538565,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0250,-3.2,-2.0,B02_02,detector_fit,32.093767,32.093767;77.093767;122.093767;167.093767;212.093767;257.093767;302.093767;347.093767,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0251,0.8,-2.0,B04_02,detector_fit,16.297745,16.297745;61.297745;106.297745;151.297745;196.297745;241.297745;286.297745;331.297745,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0252,-10.8,-1.6,B00_02,commissioning_fit,4.653741,4.653741;49.653741;94.653741;139.653741;184.653741;229.653741;274.653741;319.653741,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0253,-6.8,-1.6,B01_02,detector_fit,25.538565,25.538565;70.538565;115.538565;160.538565;205.538565;250.538565;295.538565;340.538565,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0254,1.6,-1.6,B04_02,detector_fit,16.297745,16.297745;61.297745;106.297745;151.297745;196.297745;241.297745;286.297745;331.297745,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0255,2.4,-1.6,B04_02,detector_fit,16.297745,16.297745;61.297745;106.297745;151.297745;196.297745;241.297745;286.297745;331.297745,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0256,3.2,-1.6,B04_02,detector_fit,16.297745,16.297745;61.297745;106.297745;151.297745;196.297745;241.297745;286.297745;331.297745,camera_A;camera_B;camera_C;camera_D;camera_E,
P0257,4.0,-1.6,B05_02,detector_fit,4.191749,4.191749;49.191749;94.191749;139.191749;184.191749;229.191749;274.191749;319.191749,camera_A;camera_B;camera_C;camera_D;camera_E,
P0258,5.2,-1.6,B05_02,detector_fit,4.191749,4.191749;49.191749;94.191749;139.191749;184.191749;229.191749;274.191749;319.191749,camera_A;camera_B;camera_C;camera_D;camera_E,
P0259,6.0,-1.6,B05_02,detector_fit,4.191749,4.191749;49.191749;94.191749;139.191749;184.191749;229.191749;274.191749;319.191749,camera_A;camera_B;camera_C;camera_D;camera_E,
